id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1489424,Home in Albany · ★4.74 · 1 bedroom · 1 bed · 1 private bath,5294164,Efrat,,FOURTEENTH WARD,42.66719,-73.8158,Private room,50,1,239,2023-12-08,1.90,1,201,47,
2992450,Rental unit in Albany · ★3.56 · 2 bedrooms · 2 beds · 1 bath,4621559,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,70,28,9,2022-08-17,0.08,1,365,0,
3820211,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,125,2,291,2023-11-19,2.54,10,361,8,
5651579,Rental unit in Albany · ★4.51 · Studio · 1 bed · 1 bath,29288920,Gregg,,SECOND WARD,42.64615,-73.75966,Entire home/apt,68,2,332,2023-11-12,3.15,3,138,28,
6623339,Rental unit in Albany · ★4.73 · 1 bedroom · 1 bed · 1 bath,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,140,1,305,2023-12-10,2.92,10,0,4,
7563949,Townhouse in Albany · ★4.59 · 1 bedroom · 1 bed · 2 shared baths,39656001,Urbangem,,SECOND WARD,42.64484,-73.75851,Private room,190,1,37,2023-02-19,0.41,6,365,1,
8035768,Home in Albany · ★4.76 · 3 bedrooms · 3 beds · 3.5 baths,42430824,John M,,TENTH WARD,42.66088,-73.78147,Entire home/apt,305,2,55,2023-12-29,0.54,2,365,4,
8035784,Home in Albany · ★4.61 · 1 bedroom · 1 bed · 2.5 shared baths,42430824,John M,,TENTH WARD,42.66063,-73.78115,Private room,199,3,18,2020-07-25,0.18,2,179,0,
8539096,Home in Albany · ★4.88 · 5 bedrooms · 6 beds · 5 baths,19648678,Terra,,NINTH WARD,42.65601,-73.7756,Entire home/apt,750,3,65,2022-08-16,0.66,10,365,0,
8915877,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,46312980,Robert,,SECOND WARD,42.64603,-73.75986,Entire home/apt,85,3,226,2023-09-18,2.26,1,322,2,
9005989,Rental unit in Albany · ★4.79 · 1 bedroom · 2 beds · 1 bath,17766924,Sugey,,SIXTH WARD,42.65559,-73.76506,Entire home/apt,85,1,574,2023-12-17,6.36,1,0,44,
9501054,Rental unit in Albany · ★4.53 · 1 bedroom · 2 beds · 1 private bath,29288920,Gregg,,SECOND WARD,42.64734,-73.75851,Private room,61,2,363,2023-12-28,3.76,3,165,38,
10768745,Home in Albany · ★4.81 · 1 bedroom · 1 bed · 1 bath,5691268,Elizabeth,,FOURTEENTH WARD,42.66078,-73.80553,Entire home/apt,50,1,611,2023-12-16,6.34,2,163,92,
11253948,Place to stay in Albany · ★4.94 · 3 bedrooms · 6 beds · 2 baths,4259750,Peter,,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,180,1,138,2023-12-21,1.49,9,0,21,
11639446,Home in Albany · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,61700428,Adam,,ELEVENTH WARD,42.67583,-73.78297,Private room,47,1,229,2023-12-17,2.47,3,363,14,
12284708,Home in Albany · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.65912,-73.78349,Private room,45,10,61,2019-10-26,0.66,4,218,0,
12799126,Rental unit in Albany · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,69729286,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,50,5,27,2023-09-16,0.66,2,334,6,
13083497,Home in Albany · ★4.66 · 4 bedrooms · 4 beds · 2 baths,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,173,2023-12-28,1.89,1,335,15,
13711253,Home in Albany · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,61700428,Adam,,TWELFTH WARD,42.68769,-73.79664,Private room,60,2,223,2022-12-06,2.45,3,365,0,
14316232,Home in Albany · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.65726,-73.78219,Private room,46,10,47,2023-05-19,0.52,4,252,3,
14989805,Home in Albany · ★4.96 · 2 bedrooms · 5 beds · 2 baths,4259750,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,168,1,81,2023-11-22,0.93,9,358,18,
15580397,Home in Albany · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,NINTH WARD,42.65651,-73.77887,Private room,60,2,38,2023-10-12,0.47,3,75,6,
16531782,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,5691268,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Entire home/apt,67,1,333,2023-12-26,7.57,2,315,112,
17238066,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,61700428,Adam,,FIFTH WARD,42.67614,-73.78169,Private room,44,3,130,2023-09-11,1.59,3,365,2,
17514620,Home in Albany · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.6584,-73.78309,Private room,45,10,52,2023-12-22,0.63,4,339,7,
17552120,Home in Albany · ★4.97 · 1 bedroom · 1 bed · 2 shared baths,20738797,Aaron,,FOURTEENTH WARD,42.65729,-73.80321,Private room,62,1,32,2023-12-07,0.40,1,46,1,
18341426,Home in Albany · ★4.98 · 2 bedrooms · 3 beds · 1 bath,4259750,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,306,1,57,2022-06-26,0.80,9,365,0,
19527043,Rental unit in Albany · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,NINTH WARD,42.65312,-73.78161,Private room,70,1,71,2023-10-22,1.12,3,264,23,
19571496,Home in Albany · ★4.58 · 2 bedrooms · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.6585,-73.78414,Private room,50,10,26,2023-12-01,0.38,4,321,3,
19663012,Townhouse in Albany · ★4.71 · 2 bedrooms · 2 beds · 2 shared baths,39656001,Urbangem,,SECOND WARD,42.6436,-73.75887,Private room,169,1,17,2021-08-28,0.22,6,180,0,
20138691,Home in Albany · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,19,2020-07-03,0.27,6,330,0,
20212108,Townhouse in Albany · ★4.60 · 1 bedroom · 7 beds · 1 private bath,39656001,Urbangem,,SECOND WARD,42.64355,-73.75712,Private room,249,2,5,2023-01-28,0.10,6,180,1,
20518708,Home in Albany · ★4.92 · 2 bedrooms · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,12,2020-03-04,0.21,6,330,0,
20519453,Home in Albany · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,16,2020-04-24,0.23,6,330,0,
20519722,Home in Albany · ★5.0 · 2 bedrooms · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,8,2020-08-12,0.12,6,330,0,
20519807,Home in Albany · ★4.97 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,32,2020-07-08,0.45,6,5,0,
20519885,Home in Albany · ★4.91 · 5 bedrooms · 6 beds · 2 baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,275,4,90,2023-11-26,1.20,6,330,19,
20620135,Home in Albany · ★4.93 · 2 bedrooms · 4 beds · 1 bath,4259750,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,196,1,55,2022-12-31,0.73,9,189,0,
20633175,Rental unit in Albany · ★4.91 · 1 bedroom · 2 beds · 1 bath,65414985,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,126,2,130,2023-05-28,1.85,2,262,2,
20671966,Home in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,85,2,39,2023-06-01,0.51,8,162,1,
21052414,Home in Albany · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,40,10,40,2023-12-08,0.59,3,334,5,
21392315,Rental unit in Albany · ★4.85 · 1 bedroom · 1 bed · 1 bath,98744672,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,65,2,110,2024-01-01,1.47,8,248,13,
21449583,Home in Albany · ★5.0 · 4 bedrooms · 5 beds · 1.5 baths,4259750,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,557,4,8,2018-07-27,0.11,9,365,0,
21752534,Rental unit in Albany · ★4.73 · 1 bedroom · 2 beds · 1 bath,152762198,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,75,3,153,2023-09-04,2.06,8,364,12,
21769213,Home in Albany · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,35,10,21,2023-11-17,0.29,3,342,3,
21769439,Home in Albany · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,35,10,21,2023-09-02,0.28,3,328,3,
22398196,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.65501,-73.78122,Private room,55,2,104,2023-12-23,1.43,8,247,20,
22431640,Rental unit in Albany · ★4.82 · 1 bedroom · 2 beds · 1 bath,108848737,Jake,,SEVENTH WARD,42.64717,-73.77135,Entire home/apt,87,1,428,2023-11-25,6.18,2,48,34,
24120690,Guest suite in Albany · ★4.93 · 1 bedroom · 1 bed · 1 private bath,156446839,Domini,,FOURTEENTH WARD,42.65975,-73.81196,Private room,61,2,116,2023-12-03,1.67,1,0,22,
24606880,Guest suite in Albany · ★4.92 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,60,2,39,2023-09-25,0.61,8,279,3,
24655782,Rental unit in Albany · ★4.88 · 1 bedroom · 2 beds · 1 bath,108848737,Jake,,SEVENTH WARD,42.6477,-73.7714,Entire home/apt,78,1,353,2023-12-24,5.11,2,0,51,
25549565,Guest suite in Albany · ★4.89 · 1 bedroom · 1 bed · 1 bath,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,82,1,755,2023-12-21,11.11,1,0,133,
25976514,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,31757246,Leiba,,SIXTH WARD,42.65333,-73.77293,Private room,100,3,12,2023-07-27,0.18,1,359,1,
26139592,Rental unit in Albany · ★4.84 · 1 bedroom · 1 bed · 1 bath,6833937,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,89,2,105,2023-11-13,1.59,1,0,8,
26808765,Home in Albany · ★4.82 · 3 bedrooms · 3 beds · 2 baths,19648678,Terra,,ELEVENTH WARD,42.66048,-73.77269,Entire home/apt,200,1,102,2023-07-22,1.53,10,97,4,
27670660,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.6543083190918,-73.78177642822266,Private room,55,2,21,2023-09-10,0.35,8,299,16,
27692601,Home in Albany · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,195,3,14,2022-10-08,0.22,1,179,0,
28341274,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,75,1,59,2023-12-16,0.92,1,276,22,
28400263,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,50,1,241,2023-12-14,3.85,3,261,30,
28519423,Home in Albany · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,TENTH WARD,42.65746,-73.77904,Private room,57,2,57,2023-10-02,0.90,3,86,13,
28722270,Loft in Albany · ★4.80 · 1 bedroom · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,74,1,606,2023-12-27,9.73,6,0,36,
28868857,Guest suite in Albany · ★4.70 · 1 bedroom · 1 bed · 1 bath,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,61,1,529,2023-12-30,8.58,6,319,72,
28929840,Home in Albany · ★5.0 · Studio · 1 bed · 1 private bath,194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,95,1,6,2023-05-27,0.09,1,164,1,
29605579,Serviced apartment in Albany · ★4.64 · 1 bedroom · 1 bed · 1 bath,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,120,2,88,2023-09-04,1.40,10,281,8,
30189794,Home in Albany · ★4.94 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,55,2,62,2023-09-08,1.03,8,0,12,
32279028,Home in Albany · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,55,1,194,2023-12-03,3.27,2,7,41,
32450400,Home in Albany · 2 bedrooms · 2 beds · 1 shared bath,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,122,3,0,,,1,180,0,
32993402,Rental unit in Albany · ★4.67 · 2 bedrooms · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64563,-73.75311,Entire home/apt,95,1,404,2023-12-26,6.91,6,196,39,
33558235,Rental unit in Albany · ★4.75 · 2 bedrooms · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64585,-73.75297,Entire home/apt,94,1,395,2023-12-01,6.88,6,301,51,
34330970,Rental unit in Albany · ★4.74 · 2 bedrooms · 4 beds · 1 bath,232967878,Diana,,SECOND WARD,42.64335,-73.7579,Entire home/apt,142,1,238,2023-12-22,4.27,19,0,52,
35793179,Home in Albany · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,50,1,149,2023-12-12,2.72,3,251,56,
35914565,Rental unit in Albany · ★4.79 · 1 bedroom · 1 bed · 1 bath,232967878,Diana,,SECOND WARD,42.64506,-73.75727,Entire home/apt,100,1,254,2023-12-03,4.63,19,78,60,
36443605,Rental unit in Albany · ★4.80 · 2 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,110,2,50,2023-09-15,0.92,8,365,3,
38321579,Home in Albany · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,55,1,281,2024-01-04,5.34,2,143,97,
39093517,Rental unit in Albany · ★4.81 · 2 bedrooms · 1 bed · 1 bath,299638115,Dominick,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,151,4,36,2023-08-25,0.72,3,356,2,
39698576,Rental unit in Albany · ★4.50 · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,85,5,24,2023-12-19,0.47,8,357,3,
39836487,Rental unit in Albany · ★4.63 · Studio · 1 bed · 1 bath,306508346,Adem,,SIXTH WARD,42.65547,-73.7651,Entire home/apt,78,1,240,2023-12-10,4.73,2,68,68,
39864828,Rental unit in Albany · ★4.94 · 2 bedrooms · 2 beds · 1 bath,10313615,Matthew,,FOURTH WARD,42.66091,-73.74285,Entire home/apt,213,1,221,2023-10-20,4.55,1,250,33,
39873571,Rental unit in Albany · ★4.65 · 2 bedrooms · 2 beds · 1 bath,306508346,Adem,,THIRD WARD,42.65682,-73.76298,Entire home/apt,78,1,139,2023-08-30,7.35,2,206,69,
40491172,Rental unit in Albany · ★4.89 · 2 bedrooms · 3 beds · 1 bath,152762198,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,95,3,99,2023-12-26,1.99,8,354,18,
40828178,Home in Albany · ★4.99 · 1 bedroom · 2 beds · 1 bath,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,109,1,166,2023-08-07,3.43,1,351,6,
41319631,Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,59864591,Daniel,,SIXTH WARD,42.65115,-73.7668,Entire home/apt,92,30,4,2023-01-06,0.12,1,0,1,
42009788,Rental unit in Albany · ★4.73 · 2 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,110,7,21,2023-12-30,0.44,8,0,6,
42092736,Home in Albany · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,41400541,John,,FOURTEENTH WARD,42.66403,-73.81446,Private room,45,1,128,2023-12-24,2.71,1,170,46,
42389085,Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,121680792,Evolve,,THIRD WARD,42.6557,-73.75085,Entire home/apt,91,2,1,2020-03-07,0.02,6,340,0,
42391372,Rental unit in Albany · ★3.96 · 3 bedrooms · 3 beds · 1 bath,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,178,3,27,2022-10-27,0.63,6,361,0,
42567833,Rental unit in Albany · 3 bedrooms · 3 beds · 1 bath,339085327,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,200,70,0,,,1,365,0,
42763847,Home in Albany · ★4.79 · 3 bedrooms · 3 beds · 1.5 baths,649068,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,139,1,92,2023-12-31,2.04,1,112,23,
42878766,Townhouse in Albany · ★New · 2 bedrooms · 5 beds · 1 bath,341431807,Rakee,,FIRST WARD,42.630857812281384,-73.77276296062956,Entire home/apt,115,1,1,2023-12-18,1,1,270,1,
43208391,Rental unit in Albany · ★4.81 · 2 bedrooms · 2 beds · 1 bath,272907816,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,120,2,78,2023-10-30,1.95,4,85,13,
43253591,Rental unit in Albany · ★4.59 · 2 bedrooms · 2 beds · 1 bath,29288920,Gregg,,THIRD WARD,42.65746,-73.74932,Entire home/apt,76,2,33,2023-12-11,0.76,3,0,23,
43459803,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,299638115,Dominick,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,175,4,14,2023-10-10,0.40,3,280,3,
43736299,Home in Albany · ★4.86 · 3 bedrooms · 3 beds · 1 bath,349460842,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,165,1,107,2023-12-03,2.51,5,363,27,
43955950,Home in Albany · ★4.90 · 3 bedrooms · 3 beds · 1 bath,232967878,Diana,,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,245,2,66,2023-10-08,1.55,19,0,20,
44180048,Rental unit in Albany · ★4.98 · Studio · 2 beds · 1 bath,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,99,1,318,2023-12-27,7.52,3,353,73,
44265426,Rental unit in Albany · ★4.99 · 1 bedroom · 2 beds · 1 bath,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,119,1,280,2023-12-25,6.70,3,349,57,
44450012,Rental unit in Albany · ★4.82 · 2 bedrooms · 2 beds · 1 bath,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,135,13,22,2023-12-21,0.54,5,293,3,
45024912,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 bath,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,119,1,118,2023-10-09,2.88,1,0,21,
45074220,Guest suite in Albany · ★4.66 · 1 bedroom · 1 bath,272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,97,2,29,2023-10-09,1.03,4,88,7,
45313545,Rental unit in Albany · ★4.71 · 1 bedroom · 2 beds · 1 bath,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,87,2,99,2023-11-19,2.53,1,144,39,
45528939,Rental unit in Albany · ★4.57 · 1 bedroom · 2 beds · 1 bath,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,120,1,83,2023-11-30,2.32,15,347,28,
45529316,Rental unit in Albany · ★4.75 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,120,1,92,2023-11-19,2.57,15,0,25,
45529447,Rental unit in Albany · ★4.68 · 2 bedrooms · 2 beds · 1 bath,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,140,1,116,2023-10-23,3.26,15,0,32,
45804322,Home in Albany · ★4.97 · 1 bedroom · 1 bed · 2 baths,124848440,Emilie,,TENTH WARD,42.66137,-73.7904,Private room,73,1,137,2023-11-30,3.49,1,87,61,
46894493,Home in Albany · ★4.98 · 2 bedrooms · 2 beds · 1 bath,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,175,1,192,2023-12-25,5.41,1,284,56,
