id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
662132809952482192,Home in Albany · 4 bedrooms · 3 beds · 1.5 baths,466389096,Patrice,,FIRST WARD,42.6382401,-73.7719405,Entire home/apt,139,5,1,2022-07-15,0.06,3,359,0,
667644674529935702,Rental unit in Albany · ★4.95 · 1 bedroom · 2 beds · 1 bath,439560254,Sean,,SIXTH WARD,42.65541380925019,-73.76367520540953,Entire home/apt,118,2,60,2023-12-11,3.42,1,0,41,
668608096674070882,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66758,-73.7992,Private room,81,1,87,2023-12-29,4.82,10,0,58,
668608486588067880,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66764,-73.79908,Private room,83,1,75,2023-12-20,4.16,10,0,49,
669022371438086634,Home in Albany · 3 bedrooms · 5 beds · 1 bath,468871633,Wayne,,FIFTH WARD,42.66381,-73.75919,Entire home/apt,125,7,2,2022-12-22,0.13,1,279,0,
677623197606854496,Rental unit in Albany · ★4.86 · 2 bedrooms · 2 beds · 1 bath,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,65,2,28,2023-09-29,1.66,1,151,12,
677763754609430189,Townhouse in Albany · ★4.91 · 3 bedrooms · 3 beds · 1 bath,471187792,Romel,,THIRTEENTH WARD,42.6694413,-73.79749410000001,Entire home/apt,142,1,53,2023-12-03,3.07,1,0,32,
681937608147268080,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,466389096,Patrice,,FIRST WARD,42.63716,-73.77227,Entire home/apt,60,7,0,,,3,318,0,
681952268271889535,Vacation home in Albany · 2 bedrooms · 2 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,2,2023-08-20,0.19,3,126,2,
682687626408133288,Rental unit in Albany · ★4.80 · 4 bedrooms · 4 beds · 2 baths,232967878,Diana,,TENTH WARD,42.66172,-73.78497,Entire home/apt,179,1,78,2023-12-13,4.50,19,0,56,
684100173908872919,Condo in Albany · ★4.40 · 1 bedroom · 2 beds · 1 bath,1176120,Julia,,THIRD WARD,42.65732,-73.75676,Entire home/apt,99,1,73,2023-11-13,4.20,3,86,52,
685516018052013053,Rental unit in Albany · ★4.60 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SEVENTH WARD,42.64759,-73.77049,Entire home/apt,99,2,5,2023-08-27,0.29,6,364,2,
686478674118732790,Home in Albany · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,442491470,Brigid,,TENTH WARD,42.6629848,-73.78153499999999,Private room,50,5,9,2023-05-26,0.53,4,356,2,
687496906843024117,Vacation home in Albany · ★3.25 · 3 bedrooms · 3 beds · 1 bath,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,170,1,4,2023-05-28,0.26,3,126,2,
688355255688353452,Vacation home in Albany · ★4.08 · 3 bedrooms · 4 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,169,1,12,2023-07-26,0.70,3,0,6,
689719338468663432,Condo in Albany · ★4.89 · 1 bedroom · 1 bed · 1 bath,1717342,David,,SIXTH WARD,42.654057650371506,-73.76071299629517,Entire home/apt,97,1,138,2024-01-02,8.18,2,237,117,
691212803264918638,Home in Albany · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,474507921,Hyacinth,,TENTH WARD,42.66344638300454,-73.78874121586915,Private room,50,1,21,2023-04-09,1.30,1,0,5,
692807914756117019,Rental unit in Albany · ★4.87 · 1 bedroom · 1 bed · 1 bath,67337944,Rabia,,ELEVENTH WARD,42.6623,-73.777,Entire home/apt,105,1,60,2023-12-23,4.81,1,0,58,
695129027343234397,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,130759460,Kelsey,,EIGHTH WARD,42.64971,-73.80079,Entire home/apt,200,4,7,2023-08-26,0.49,1,0,3,
700172695352977293,Home in Albany · ★4.36 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,ELEVENTH WARD,42.66247,-73.77469,Private room,34,3,14,2023-12-08,0.85,4,343,7,
705312408533801686,Home in Albany · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,TENTH WARD,42.66046,-73.77375,Private room,40,5,1,2023-11-10,0.52,4,339,1,
705660262559003663,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64577,-73.7583,Entire home/apt,110,13,3,2023-08-13,0.24,5,328,2,
708040907580174096,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.66008,-73.79816,Private room,27,30,4,2023-08-16,0.31,3,317,3,
708060437684762754,Home in Albany · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.659297007542705,-73.79720147699118,Private room,27,30,2,2023-05-23,0.14,3,331,1,
708067736362606372,Home in Albany · ★3.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.65935889426801,-73.7972692027688,Private room,27,30,4,2023-08-05,0.29,3,364,3,
708148232281445824,Rental unit in Albany · ★4.71 · 2 bedrooms · 2 beds · 1 bath,426253886,Aggie,,SECOND WARD,42.64638,-73.76146,Entire home/apt,91,1,34,2023-12-11,2.21,3,349,29,
714335368144257108,Rental unit in Albany · 1 bedroom · 1 bed · 1 shared bath,9318285,Mesut,,TENTH WARD,42.65893,-73.78437,Private room,50,2,1,2022-09-22,0.06,1,352,0,
717373135846408345,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.6732,-73.79199,Entire home/apt,135,2,29,2023-12-03,2.00,19,88,23,
723956857052424266,Home in Albany · ★4.93 · 4 bedrooms · 4 beds · 2 baths,10279606,Nori,,NINTH WARD,42.65691,-73.78389,Entire home/apt,198,1,112,2023-12-29,8.08,1,0,97,
724566770267420045,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,360287870,Mela,,SIXTH WARD,42.6513719,-73.7673156,Entire home/apt,115,2,17,2023-12-29,4.05,1,343,17,
729131709113603445,Rental unit in Albany · ★4.87 · 1 bedroom · 1 bed · 1 bath,481974689,Lucy,,THIRD WARD,42.65103,-73.7574,Entire home/apt,,3,23,2023-04-29,1.52,1,0,8,
733964865705013296,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,502037254,Andrew,,SIXTH WARD,42.65035,-73.76549,Entire home/apt,68,14,1,2023-03-26,0.10,1,310,1,
735879623743921266,Rental unit in Albany · ★4.83 · 1 bedroom · 1 bed · 1 bath,44434571,Earl,,THIRD WARD,42.64564,-73.75261,Entire home/apt,85,1,29,2023-12-21,2.01,6,345,26,
736122518072082645,Rental unit in Albany · ★4.50 · 2 bedrooms · 4 beds · 1.5 baths,121680792,Evolve,,SIXTH WARD,42.65245,-73.76294,Entire home/apt,204,2,8,2023-07-09,0.56,6,145,4,
736893992132754814,Rental unit in Albany · 1 bedroom · 1 bed · 1 shared bath,77367219,Elizabeth,,SIXTH WARD,42.65643,-73.76402,Private room,60,30,2,2022-11-28,0.14,1,246,0,
737574278276037589,Rental unit in Albany · ★4.72 · 4 bedrooms · 4 beds · 1 bath,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,185,1,31,2023-10-23,2.21,19,0,28,
739722503092755616,Home in Albany · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,98744672,Bela,,NINTH WARD,42.6543178,-73.7818222,Private room,45,2,19,2023-12-16,1.31,8,355,17,
743600140734706394,Rental unit in Albany · ★4.75 · 1 bedroom · 1 bed · 1 bath,484673863,Blossom Estates,,NINTH WARD,42.65569,-73.77685,Entire home/apt,99,1,4,2023-01-26,0.32,2,319,2,
744430701454304507,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,65414985,James,,SEVENTH WARD,42.6496,-73.76792,Entire home/apt,81,2,9,2023-12-30,1.01,2,262,9,
746385432544422794,Home in Albany · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,TENTH WARD,42.66054,-73.77447,Private room,34,4,6,2023-11-30,0.76,4,174,6,
751421033442627559,Rental unit in Albany · ★4.92 · 2 bedrooms · 2 beds · 1 bath,486073806,Keneisha,,FIFTH WARD,42.66648,-73.76831,Entire home/apt,91,2,12,2023-10-22,1.12,1,0,12,
752118894541630543,Condo in Albany · ★4.91 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.64439384900326,-73.75975701534425,Entire home/apt,140,2,31,2023-12-17,2.95,2,0,31,
752337379205662422,Condo in Albany · ★4.83 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.6444412,-73.75971410000001,Entire home/apt,138,2,23,2023-12-28,2.59,2,359,23,
756752556396798800,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,50,3,12,2023-11-10,0.97,2,175,11,
757342235277207834,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65534,-73.76461,Entire home/apt,70,7,9,2023-09-30,0.66,8,350,7,
757978037279611051,Rental unit in Albany · ★4.95 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67348,-73.7934,Entire home/apt,128,2,21,2023-12-03,1.99,19,0,21,
761141715827746314,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65405,-73.76953,Entire home/apt,117,1,20,2023-10-22,1.55,8,276,17,
764508866835218670,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6203319,Melissa,,TENTH WARD,42.66117,-73.79091,Private room,75,1,8,2023-11-05,0.60,3,78,7,
774701102203414342,Home in Albany · ★4.85 · 1 bedroom · 1 bed · 1 bath,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,60,1,33,2023-12-04,2.67,1,249,31,
775645647912379518,Home in Albany · ★4.82 · 2 bedrooms · 2 beds · 2 baths,115597810,Massi,,SIXTH WARD,42.6518469,-73.7642072,Entire home/apt,127,2,22,2023-12-31,1.76,1,116,20,
777068997424722137,Rental unit in Albany · ★4.79 · 1 bedroom · 1 bed · 1 bath,442094566,Queen,,THIRD WARD,42.65725,-73.75065,Entire home/apt,98,1,33,2024-01-05,2.67,1,0,31,
778175939353231150,Bed and breakfast in Albany · 1 bedroom · 2 beds · 1 private bath,19648678,Terra,,NINTH WARD,42.65664,-73.77556,Private room,130,1,1,2023-06-13,0.14,10,143,1,
778188747833047454,Bed and breakfast in Albany · ★4.75 · 1 bedroom · 1 bed · 1 private bath,19648678,Terra,,NINTH WARD,42.65561,-73.77613,Private room,130,1,4,2023-10-08,0.45,10,144,4,
782849454465952994,Rental unit in Albany · ★4.89 · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,SIXTH WARD,42.65183,-73.76594,Entire home/apt,110,1,9,2023-08-05,0.73,6,26,8,
784781397995494758,Home in Albany · ★4.64 · 1 bedroom · 1 bed · 1 private bath,491907850,Donna,,FOURTEENTH WARD,42.66298,-73.81361,Private room,60,1,11,2023-10-20,1.01,1,83,11,
786181179052991690,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,THIRD WARD,42.65653,-73.76223,Entire home/apt,74,1,2,2023-10-08,0.40,8,351,2,
786196811078165173,Home in Albany · ★4.78 · 5 bedrooms · 5 beds · 3.5 baths,444163492,Drasana,,FOURTH WARD,42.67996,-73.75352,Entire home/apt,536,2,9,2024-01-02,0.85,1,333,9,
786228331433922432,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65322,-73.76249,Entire home/apt,80,7,1,2023-10-02,0.31,8,357,1,
786316043239579100,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,253824490,Tomar & Kash,,FIFTH WARD,42.6591503133547,-73.75431932508945,Entire home/apt,95,2,31,2023-12-13,2.75,1,245,31,
787023821243442039,Home in Albany · ★4.92 · 3 bedrooms · 4 beds · 2 baths,349460842,Scott,,FOURTEENTH WARD,42.6653,-73.7943,Entire home/apt,190,1,37,2023-12-21,3.54,5,0,37,
788301415655396660,Rental unit in Albany · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,232967878,Diana,,SECOND WARD,42.64324,-73.75732,Entire home/apt,150,1,37,2023-12-03,2.99,19,0,36,
793223286704705121,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,462767507,Joshua,,SIXTH WARD,42.65489,-73.77061,Entire home/apt,102,3,11,2023-12-02,1.00,4,281,11,
794723189688979530,Rental unit in Albany · ★4.33 · 3 bedrooms · 3 beds · 1 bath,20144241,Carla,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,104,3,6,2023-11-21,0.80,1,115,6,
795541666227926706,Bed and breakfast in Albany · 7 bedrooms · 8 beds · 7 baths,493882819,Terra,,NINTH WARD,42.656329,-73.7752048,Private room,779,1,1,2023-08-13,0.20,6,99,1,
796231143904004713,Bed and breakfast in Albany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,NINTH WARD,42.65582,-73.77541,Private room,122,1,5,2023-10-27,0.89,6,358,5,
796983497677050358,Rental unit in Albany · ★4.31 · 1 bedroom · 1 bed · 1 bath,18760261,Shane,,NINTH WARD,42.6538578,-73.7855281,Entire home/apt,86,3,13,2023-11-23,1.34,1,199,13,
797455132224782470,Home in Albany · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,TENTH WARD,42.65741,-73.78034,Private room,60,2,10,2023-11-17,0.87,3,86,10,
798448539017629897,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,222612368,Patrick,,SIXTH WARD,42.65315,-73.77012,Entire home/apt,80,30,2,2023-05-18,0.21,1,364,2,
798715218269100922,Rental unit in Albany · ★4.83 · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,SIXTH WARD,42.65038,-73.76664,Entire home/apt,115,1,5,2023-12-11,0.45,6,0,5,
801365637253057708,Home in Albany · ★4.67 · 3 bedrooms · 5 beds · 1 bath,121680792,Evolve,,THIRTEENTH WARD,42.66958,-73.79722,Entire home/apt,132,2,9,2023-08-27,0.85,6,341,9,
802216634798169031,Bed and breakfast in Albany · ★4.0 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,SIXTH WARD,42.65751,-73.77409,Private room,122,1,4,2023-11-24,0.78,6,352,4,
803581476246206291,Rental unit in Albany · ★3.40 · 1 bedroom · 1 bed · 1 bath,23490148,Fran,,TENTH WARD,42.6601122,-73.7754681,Entire home/apt,120,1,5,2023-10-22,0.42,1,279,5,
803604897479679272,Rental unit in Albany · 3 bedrooms · 3 beds · 2 baths,21886921,David,,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,125,14,1,2023-06-20,0.15,2,257,1,
803814397190632412,Bed and breakfast in Albany · ★4.67 · 1 bedroom · 2 beds · 1 private bath,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,122,1,3,2023-08-27,0.53,6,353,3,
803867986023966300,Bed and breakfast in Albany · ★4.25 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,122,1,4,2023-07-28,0.69,6,353,4,
805896945977358156,Rental unit in Albany · ★4.56 · 2 bedrooms · 2 beds · 1 bath,496444061,Diana,,THIRD WARD,42.65588,-73.75332,Entire home/apt,95,1,54,2023-12-22,5.02,1,168,54,
806767523952124375,Home in Albany · ★4.65 · 2 bedrooms · 2 beds · 2 baths,110453341,Alexis,,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,103,1,20,2023-11-26,1.75,1,249,20,
812481224035365997,Rental unit in Albany · ★4.97 · 2 bedrooms · 2 beds · 1 bath,266096073,Caroline,,THIRTEENTH WARD,42.67239,-73.79418,Entire home/apt,87,3,29,2023-12-06,2.69,1,52,29,
813640070361665090,Rental unit in Albany · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,116935236,Fs,,THIRTEENTH WARD,42.67143614564987,-73.79032550419785,Private room,45,2,10,2023-12-31,1.91,4,364,10,
816085193659797849,Rental unit in Albany · ★4.60 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65258,-73.76917,Entire home/apt,89,1,25,2023-12-11,2.25,8,334,25,
817160514282672518,Townhouse in Albany · 1 bedroom · 1 bed · 1 bath,121680792,Evolve,,TENTH WARD,42.66011,-73.77547,Entire home/apt,101,2,0,,,6,281,0,
821566342267452838,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,177073982,Cristian,,FOURTEENTH WARD,42.66109,-73.80479,Private room,55,2,3,2023-11-30,0.29,2,248,3,
823275570359807298,Townhouse in Albany · 3 bedrooms · 3 beds · 1 bath,500360485,Manjano,,SIXTH WARD,42.65184046237008,-73.77073690770652,Entire home/apt,,2,0,,,1,0,0,
826301775871257033,Rental unit in Albany · ★4.73 · 2 bedrooms · 2 beds · 1 bath,484673863,Blossom Estates,,NINTH WARD,42.65613,-73.77469,Entire home/apt,113,1,15,2023-09-03,1.40,2,350,15,
831122937768017113,Home in Albany · ★4.95 · 5 bedrooms · 5 beds · 2 baths,68750004,Tiffany,,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,200,2,43,2023-12-27,4.29,1,233,43,
841524382518312215,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,462042479,Natasha,,SIXTH WARD,42.66007584297136,-73.76976949435519,Entire home/apt,110,2,1,2023-09-04,0.24,2,361,1,
841524433909352403,Rental unit in Albany · ★4.50 · 2 bedrooms · 2 beds · 1 bath,462042479,Natasha,,SIXTH WARD,42.65987,-73.77025,Entire home/apt,110,2,11,2023-12-03,1.71,2,0,11,
843481456379840308,Rental unit in Albany · 3 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65481,-73.76352,Entire home/apt,90,1,2,2023-09-04,0.21,8,365,2,
845960193409947556,Home in Albany · ★4.95 · 4 bedrooms · 5 beds · 2 baths,268741708,Nanette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,231,2,43,2024-01-04,4.48,1,91,43,
846586211673806912,Rental unit in Albany · ★4.60 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,175,3,10,2023-10-07,1.12,2,361,10,
850173470105833039,Townhouse in Albany · ★4.98 · 1 bedroom · 2 beds · 1 private bath,120815848,Phat,,SECOND WARD,42.6446,-73.75885,Private room,90,1,61,2023-12-29,6.65,1,334,61,
850653820133738660,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,20536619,Emily,,THIRTEENTH WARD,42.67177,-73.79464,Private room,52,5,5,2023-11-03,0.94,2,144,5,
855336679720071303,Rental unit in Albany · ★4.75 · 1 bedroom · 2 beds · 1 bath,186074828,Blake,,SECOND WARD,42.6457663,-73.7586141,Entire home/apt,85,1,28,2023-12-03,3.08,1,88,28,
857981934159027424,Rental unit in Albany · ★4.73 · 1 bedroom · 1 bed · 1 bath,60293220,David,,THIRD WARD,42.65817,-73.74935,Entire home/apt,78,3,11,2023-12-16,1.45,3,365,11,
870292500281763717,Rental unit in Albany · ★4.63 · 1 bedroom · 2 beds · 1 bath,510191554,He,,FOURTEENTH WARD,42.66947,-73.81607,Entire home/apt,79,1,48,2023-12-17,5.48,1,0,48,
870457209918967324,Home in Albany · 1 bedroom · 1 bed · 1 private bath,177073982,Cristian,,FOURTEENTH WARD,42.66128,-73.80548,Private room,55,3,1,2023-10-01,0.31,2,0,1,
879054943124868639,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,24423279,Leslie,,FOURTEENTH WARD,42.66065,-73.80439,Private room,199,7,0,,,1,218,0,
880290989870286099,Rental unit in Albany · ★4.83 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,175,2,18,2023-11-27,2.27,2,179,18,
881231954286264195,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,117,1,8,2023-06-13,0.96,8,247,8,
882229561343619620,Rental unit in Albany · ★4.85 · 1 bedroom · 1 bed · 1 bath,512736975,Miguelino,,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,72,2,26,2023-12-03,3.33,1,177,26,
887167811237271928,Rental unit in Albany · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,459472925,Gabriel,,THIRD WARD,42.66246,-73.76576,Private room,45,1,13,2023-09-16,1.81,2,363,13,
